order_id,order_date,region,category,product,channel,customer_segment,quantity,unit_price,discount_pct,revenue,cost,profit,rating
101722,2024-09-08,North,Electronics,Smartwatch,Online,Premium Member,5,35745.48,10,160854.66,132262.69,28591.97,3.0
101723,2023-10-31,East,Clothing,Sneakers,Online,Premium Member,4,3176.41,10,11435.08,9201.94,2233.14,
101724,2024-09-02,East,Grocery,Snacks Combo,Online,Premium Member,2,100.27,15,170.46,113.14,57.32,2.0
101725,2024-07-11,East,Beauty,Sunscreen,In-Store,Returning Customer,1,1630.14,0,1630.14,1124.41,505.73,5.0
101726,2024-10-03,South,Electronics,Laptop,Online,Premium Member,2,5638.49,0,11276.98,8187.57,3089.41,5.0
101727,2023-01-18,South,Electronics,Laptop,In-Store,New Customer,5,30410.01,10,136845.04,111030.94,25814.1,
101728,2024-03-25,East,Sports,Running Shoes,Online,Returning Customer,1,1823.66,5,1732.48,1299.34,433.14,4.0
101729,2024-05-05,East,Grocery,Tea Pack,In-Store,Returning Customer,2,875.24,0,1750.48,1241.63,508.85,5.0
101730,2023-01-31,West,Sports,Running Shoes,In-Store,New Customer,1,3867.86,10,3481.07,2258.89,1222.18,2.0
101731,2024-01-30,South,Clothing,Jeans,In-Store,Premium Member,5,3107.57,0,15537.85,11096.16,4441.69,4.0
101732,2024-02-24,East,Home & Kitchen,Air Fryer,Online,New Customer,3,1597.44,15,4073.47,3369.79,703.68,
101733,2023-10-18,East,Clothing,Jeans,In-Store,Returning Customer,4,2502.33,20,8007.46,5977.47,2029.99,
101734,2024-04-27,South,Sports,Dumbbells,Online,New Customer,4,2464.85,0,9859.4,6304.91,3554.49,4.0
101735,2024-11-07,East,Sports,Dumbbells,Online,Returning Customer,1,4696.41,5,4461.59,3353.3,1108.29,4.0
101736,2024-07-26,South,Clothing,Sneakers,In-Store,Premium Member,1,3034.38,5,2882.66,2045.6,837.06,
101737,2024-10-06,east,Home & Kitchen,Mixer Grinder,Online,New Customer,4,6780.83,0,27123.32,18953.17,8170.15,3.0
101738,2024-05-29,West,Clothing,Dress,Online,Returning Customer,5,1883.12,0,9415.6,5779.02,3636.58,5.0
101739,2024-04-12,South,Clothing,Jeans,In-Store,New Customer,4,1359.13,0,5436.52,3217.54,2218.98,4.0
101740,2024-07-10,North,Home & Kitchen,Air Fryer,Online,New Customer,4,10271.2,10,36976.32,30466.39,6509.93,2.0
101741,2023-05-23,East,Home & Kitchen,Cookware Set,Online,New Customer,4,10496.67,5,39887.35,26293.26,13594.09,5.0
101742,2023-11-04,West,Beauty,Lipstick,Online,Premium Member,2,1256.82,0,2513.64,1758.31,755.33,5.0
101743,2024-04-14,East,Grocery,Cooking Oil,Online,New Customer,1,340.01,15,289.01,241.59,47.42,4.0
101744,2024-07-05,South,Sports,Dumbbells,Online,Premium Member,1,5063.25,0,5063.25,2927.6,2135.65,5.0
101745,2024-09-25,East,Grocery,Snacks Combo,Online,Returning Customer,4,650.25,0,2601.0,1477.92,1123.08,
101746,2023-09-05,North,Electronics,Smartwatch,Online,Returning Customer,2,26017.14,0,52034.28,38922.54,13111.74,4.0
101747,2024-07-26,North,Electronics,Headphones,Online,Premium Member,1,25807.45,5,24517.08,19137.84,5379.24,4.0
101748,2023-02-03,North,Electronics,Headphones,In-Store,Returning Customer,4,7479.85,0,29919.4,20879.49,9039.91,5.0
101749,2023-01-30,East,Grocery,Cooking Oil,In-Store,Returning Customer,5,627.55,0,3137.75,2055.46,1082.29,5.0
101750,2024-09-24,North,Home & Kitchen,Air Fryer,Online,Returning Customer,1,11256.96,10,10131.26,6712.14,3419.12,2.0
101751,2023-03-07,North,Electronics,Bluetooth Speaker,In-Store,Returning Customer,4,28144.68,5,106949.78,62792.18,44157.6,
101752,2024-09-01,West,Sports,Dumbbells,In-Store,Returning Customer,3,4045.42,0,12136.26,6877.54,5258.72,
101753,2023-09-12,North,Home & Kitchen,Air Fryer,In-Store,New Customer,4,9764.59,5,37105.44,25964.93,11140.51,
101754,2024-06-06,South,Grocery,Tea Pack,Online,Returning Customer,5,860.74,5,4088.51,2968.61,1119.9,5.0
101755,2024-07-02,West,Beauty,Lipstick,Online,Returning Customer,4,1255.32,10,4519.15,2996.87,1522.28,2.0
101756,2024-09-05,West,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,3,4540.96,10,12260.59,9168.43,3092.16,4.0
101757,2023-07-18,North,Grocery,Tea Pack,Online,Premium Member,1,205.21,0,205.21,136.25,68.96,2.0
101758,2023-04-11,North,Home & Kitchen,Cookware Set,Online,New Customer,5,8256.65,10,37154.93,27876.23,9278.7,4.0
101759,2024-01-12,West,Clothing,Jacket,In-Store,Returning Customer,4,981.36,5,3729.17,2937.63,791.54,
101760,2024-05-13,South,Grocery,Rice 5kg,Online,Returning Customer,2,176.47,5,335.29,214.17,121.12,
101761,2023-08-05,West,Clothing,Dress,In-Store,Returning Customer,4,2318.41,20,7418.91,5800.38,1618.53,4.0
101762,2023-09-14,East,Clothing,T-Shirt,In-Store,New Customer,4,353.25,10,1271.7,844.53,427.17,
101763,2024-06-26,West,Clothing,Jacket,Online,New Customer,1,922.58,10,830.32,538.85,291.47,4.0
101764,2024-09-09,East,Home & Kitchen,Vacuum Cleaner,Online,New Customer,5,8961.54,10,40326.93,31551.55,8775.38,4.0
101765,2024-12-26,South,Home & Kitchen,Cookware Set,In-Store,New Customer,5,2531.6,0,12658.0,7975.24,4682.76,4.0
101766,2023-04-04,North,Grocery,Tea Pack,In-Store,Premium Member,2,567.53,5,1078.31,700.29,378.02,4.0
101767,2024-07-08,North,Electronics,Smartphone,In-Store,Returning Customer,1,37822.71,5,35931.57,25738.35,10193.22,4.0
101768,2024-07-12,East,Electronics,Smartwatch,In-Store,New Customer,3,38120.8,5,108644.28,71414.06,37230.22,
101769,2024-07-13,South,Grocery,Rice 5kg,Online,Returning Customer,1,401.23,10,361.11,246.69,114.42,4.0
101770,2024-03-18,South,Beauty,Sunscreen,Online,Premium Member,2,919.9,0,1839.8,1217.28,622.52,
101771,2023-12-18,West,Beauty,Face Wash,Online,Returning Customer,4,252.42,0,1009.68,722.81,286.87,
101772,2024-02-23,East,Clothing,Jacket,In-Store,Returning Customer,5,2205.44,10,9924.48,7180.75,2743.73,4.0
101773,2023-03-03,East,Clothing,Sneakers,Online,Returning Customer,5,1532.4,0,7662.0,5154.11,2507.89,
101774,2023-01-08,West,Beauty,Face Wash,Online,Returning Customer,2,960.03,0,1920.06,1189.83,730.23,4.0
101775,2023-02-25,North,Beauty,Shampoo,Online,New Customer,2,178.95,10,322.11,241.07,81.04,4.0
101776,2024-07-15,South,Beauty,Face Wash,Online,Returning Customer,1,963.93,5,915.73,565.05,350.68,4.0
101777,2023-02-21,North,Electronics,Bluetooth Speaker,Online,New Customer,3,29154.57,5,83090.52,52057.57,31032.95,5.0
101778,2023-03-22,west,Sports,Yoga Mat,In-Store,Premium Member,2,4502.8,0,9005.6,5617.23,3388.37,5.0
101779,2024-01-23,East,Beauty,Shampoo,In-Store,Returning Customer,5,1743.39,0,8716.95,6051.75,2665.2,5.0
101780,2024-03-29,East,Clothing,Dress,In-Store,Returning Customer,2,907.62,10,1633.72,1119.3,514.42,4.0
101781,2024-01-21,West,Sports,Cricket Bat,Online,Premium Member,2,2847.7,0,5695.4,3383.01,2312.39,4.0
101782,2024-09-29,East,Home & Kitchen,Cookware Set,In-Store,,1,4069.39,5,3865.92,2328.04,1537.88,3.0
101783,2023-12-30,East,Home & Kitchen,Cookware Set,Online,Returning Customer,4,11102.9,5,42191.02,27950.37,14240.65,4.0
101784,2024-02-06,North,Clothing,Sneakers,In-Store,Returning Customer,2,384.28,20,614.85,465.57,149.28,5.0
101785,2024-03-22,West,Home & Kitchen,Vacuum Cleaner,Online,Premium Member,3,9168.53,20,22004.47,17805.01,4199.46,4.0
101786,2023-04-30,West,Electronics,Smartphone,In-Store,Returning Customer,1,4379.43,0,4379.43,2871.94,1507.49,3.0
101787,2023-07-05,South,Clothing,T-Shirt,In-Store,Returning Customer,5,1253.34,5,5953.36,4075.68,1877.68,2.0
101788,2023-03-14,North,Sports,Cricket Bat,Online,Returning Customer,3,5907.73,0,17723.19,10112.19,7611.0,1.0
101789,2024-09-12,East,Home & Kitchen,Air Fryer,Online,New Customer,4,4522.64,10,16281.5,12179.63,4101.87,5.0
101790,2023-08-02,North,Electronics,Headphones,Online,Returning Customer,1,38452.19,15,32684.36,28298.14,4386.22,
101791,2024-08-21,North,Sports,Cricket Bat,Online,Premium Member,1,3786.37,5,3597.05,2790.08,806.97,
101792,2023-07-04,East,Beauty,Shampoo,Online,Returning Customer,1,318.57,15,270.78,215.37,55.41,
101793,2024-06-25,East,Clothing,Dress,Online,New Customer,1,1831.0,5,1739.45,1225.34,514.11,3.0
101794,2023-10-17,East,Sports,Dumbbells,Online,Returning Customer,3,5349.94,5,15247.33,10891.93,4355.4,3.0
101795,2023-08-29,East,Sports,Yoga Mat,Online,Returning Customer,3,5710.84,0,17132.52,11200.03,5932.49,5.0
101796,2024-08-30,East,Grocery,Cooking Oil,In-Store,Returning Customer,5,249.7,0,1248.5,778.71,469.79,4.0
101797,2023-12-17,South,Grocery,Cooking Oil,Online,Returning Customer,5,206.25,10,928.12,765.23,162.89,4.0
101798,2024-07-22,West,Beauty,Sunscreen,Online,New Customer,4,1633.04,10,5878.94,4612.9,1266.04,5.0
101799,2023-05-12,North,Electronics,Smartwatch,Online,New Customer,2,2414.37,0,4828.74,2720.66,2108.08,4.0
101800,2023-07-19,North,Clothing,T-Shirt,In-Store,Returning Customer,5,1149.04,10,5170.68,3802.19,1368.49,2.0
101801,2024-04-14,West,Electronics,Headphones,In-Store,Returning Customer,5,35470.85,10,159618.83,104023.2,55595.63,
101802,2024-10-23,West,Clothing,Jacket,In-Store,New Customer,2,2812.31,0,5624.62,3923.53,1701.09,3.0
101803,2023-01-12,East,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,1,4931.84,10,4438.66,3076.95,1361.71,3.0
101804,2024-08-25,West,Clothing,Dress,Online,Premium Member,5,941.72,0,4708.6,3249.5,1459.1,5.0
101805,2023-03-25,South,Grocery,Cooking Oil,Online,New Customer,5,453.68,5,2154.98,1255.02,899.96,
101806,2024-12-16,West,Home & Kitchen,Cookware Set,Online,New Customer,5,4847.0,0,24235.0,13552.03,10682.97,5.0
101807,2024-06-22,South,Home & Kitchen,Mixer Grinder,Online,,2,3457.56,5,6569.36,5170.62,1398.74,
101808,2024-12-02,West,Home & Kitchen,Vacuum Cleaner,Online,Premium Member,1,2791.4,15,2372.69,1835.64,537.05,5.0
101809,2023-07-22,South,Sports,Running Shoes,Online,Returning Customer,5,1046.63,5,4971.49,3473.1,1498.39,4.0
101810,2024-04-26,East,Grocery,Snacks Combo,Online,Returning Customer,5,367.88,15,1563.49,1362.95,200.54,5.0
101811,2024-09-06,South,Sports,Yoga Mat,Online,New Customer,5,5317.45,10,23928.52,17642.35,6286.17,5.0
101812,2023-04-12,West,Grocery,Tea Pack,In-Store,Returning Customer,1,209.35,0,209.35,154.61,54.74,2.0
101813,2023-09-16,East,Beauty,Face Wash,In-Store,New Customer,1,1533.02,5,1456.37,976.53,479.84,
101814,2024-10-06,South,Home & Kitchen,Air Fryer,Online,Premium Member,1,9679.4,5,9195.43,5579.04,3616.39,2.0
101815,2023-04-02,West,Electronics,Bluetooth Speaker,Online,New Customer,5,27434.74,0,137173.7,88603.61,48570.09,4.0
101816,2024-02-11,South,Beauty,Sunscreen,In-Store,Returning Customer,1,188.1,10,169.29,135.25,34.04,2.0
101817,2024-03-13,West,Sports,Yoga Mat,Online,Returning Customer,4,5956.54,15,20252.24,14554.9,5697.34,1.0
101818,2023-06-30,South,Electronics,Bluetooth Speaker,Online,New Customer,2,33614.32,10,60505.78,48289.67,12216.11,4.0
101819,2023-09-05,South,Beauty,Sunscreen,In-Store,Returning Customer,3,576.58,0,1729.74,1103.26,626.48,4.0
101820,2024-02-05,East,Beauty,Face Wash,Online,New Customer,1,278.67,5,264.74,177.18,87.56,
101821,2023-11-05,West,Sports,Running Shoes,In-Store,New Customer,1,1954.67,15,1661.47,1257.68,403.79,3.0
101822,2023-08-02,North,Home & Kitchen,Mixer Grinder,Online,Returning Customer,3,4367.91,10,11793.36,9753.05,2040.31,5.0
101823,2024-10-07,North,Clothing,Jeans,In-Store,Returning Customer,2,816.39,10,1469.5,1162.18,307.32,5.0
101824,2023-02-18,North,Grocery,Snacks Combo,Online,New Customer,1,448.91,10,404.02,320.11,83.91,
101825,2023-09-26,East,Sports,Dumbbells,Online,Returning Customer,3,1619.47,0,4858.41,3020.3,1838.11,4.0
101826,2023-12-26,East,Sports,Running Shoes,Online,Premium Member,3,1709.66,0,5128.98,3261.27,1867.71,5.0
101827,2024-12-17,East,Grocery,Cooking Oil,Online,Premium Member,3,892.13,0,2676.39,1724.42,951.97,2.0
101828,2024-08-22,West,Electronics,Smartwatch,Online,Premium Member,5,5145.24,20,20580.96,16987.17,3593.79,4.0
101829,2023-08-26,North,Clothing,Jeans,Online,New Customer,3,2521.26,15,6429.21,5031.33,1397.88,4.0
101830,2024-05-04,South,Grocery,Snacks Combo,In-Store,Premium Member,4,679.85,5,2583.43,1624.83,958.6,
101831,2024-11-05,South,Beauty,Sunscreen,In-Store,Premium Member,3,419.18,0,1257.54,921.81,335.73,5.0
101832,2023-05-31,East,Sports,Running Shoes,In-Store,Premium Member,2,1231.1,10,2215.98,1405.87,810.11,5.0
101833,2023-06-29,West,Home & Kitchen,Cookware Set,Online,Returning Customer,3,1787.62,0,5362.86,3376.12,1986.74,5.0
101834,2023-09-14,South,Grocery,Cooking Oil,Online,Returning Customer,5,167.22,0,836.1,521.76,314.34,5.0
101835,2024-09-19,West,Electronics,Laptop,Online,Returning Customer,3,15401.45,0,46204.35,31398.71,14805.64,
101836,2023-01-01,West,Clothing,Jeans,Online,Returning Customer,3,2818.27,10,7609.33,5438.46,2170.87,5.0
101837,2023-11-21,North,Electronics,Bluetooth Speaker,Online,New Customer,4,18467.8,0,73871.2,46642.44,27228.76,4.0
101838,2024-12-31,North,Clothing,Sneakers,Online,Premium Member,4,1478.61,15,5027.27,4146.3,880.97,1.0
101839,2024-01-15,North,Home & Kitchen,Vacuum Cleaner,Online,New Customer,4,5658.65,0,22634.6,14889.44,7745.16,5.0
101840,2024-08-24,West,Sports,Yoga Mat,Online,New Customer,1,4509.45,5,4283.98,2659.3,1624.68,4.0
101841,2023-02-02,East,Clothing,Jeans,Online,Returning Customer,1,1880.54,0,1880.54,1098.29,782.25,
101842,2024-03-28,East,Home & Kitchen,Vacuum Cleaner,Online,Premium Member,3,8696.91,10,23481.66,17984.9,5496.76,5.0
101843,2023-12-15,East,Clothing,Sneakers,In-Store,Returning Customer,5,2076.76,15,8826.23,6405.93,2420.3,5.0
101844,2023-10-24,East,Beauty,Sunscreen,In-Store,Premium Member,3,1035.59,0,3106.77,1866.31,1240.46,1.0
101845,2024-01-26,West,Beauty,Lipstick,Online,Returning Customer,2,558.57,0,1117.14,833.0,284.14,4.0
101846,2023-12-14,South,Clothing,Jacket,In-Store,Returning Customer,4,1147.28,5,4359.66,3067.93,1291.73,
101847,2024-01-19,South,Sports,Running Shoes,In-Store,Returning Customer,1,4848.32,0,4848.32,3594.14,1254.18,5.0
101848,2023-12-26,North,Sports,Cricket Bat,In-Store,Premium Member,5,3606.3,5,17129.92,10301.38,6828.54,5.0
101849,2023-06-29,East,Beauty,Lipstick,Online,Returning Customer,2,377.16,0,754.32,444.01,310.31,
101850,2023-03-26,East,Grocery,Tea Pack,Online,Returning Customer,1,761.25,15,647.06,550.97,96.09,5.0
101851,2023-01-19,North,Sports,Yoga Mat,In-Store,Premium Member,5,4194.97,0,20974.85,13498.47,7476.38,4.0
101852,2024-10-07,North,Home & Kitchen,Air Fryer,Online,New Customer,5,5159.71,10,23218.7,19250.89,3967.81,3.0
101853,2024-11-14,South,Electronics,Headphones,Online,Premium Member,1,14954.02,5,14206.32,8824.42,5381.9,4.0
101854,2023-02-05,North,Sports,Dumbbells,In-Store,New Customer,1,2739.46,0,2739.46,1783.98,955.48,
101855,2024-12-23,West,Beauty,Shampoo,Online,Premium Member,3,1344.92,10,3631.28,2922.71,708.57,5.0
101856,2023-06-18,North,Beauty,Lipstick,Online,Returning Customer,2,1158.02,10,2084.44,1545.21,539.23,5.0
101857,2023-02-04,South,Electronics,Bluetooth Speaker,Online,New Customer,4,42481.5,20,135940.8,96687.13,39253.67,2.0
101858,2023-04-12,East,Grocery,Rice 5kg,Online,Returning Customer,4,596.24,10,2146.46,1661.71,484.75,5.0
101859,2023-01-23,South,Beauty,Lipstick,In-Store,New Customer,1,171.65,0,171.65,121.18,50.47,4.0
101860,2024-07-10,West,Grocery,Cooking Oil,In-Store,Returning Customer,4,872.63,0,3490.52,2331.56,1158.96,
101861,2024-01-02,North,Beauty,Shampoo,Online,Premium Member,1,772.52,10,695.27,475.86,219.41,5.0
101862,2023-08-07,North,Electronics,Laptop,Online,New Customer,3,25968.3,5,74009.65,44833.38,29176.27,3.0
101863,2024-11-28,North,Home & Kitchen,Cookware Set,In-Store,Returning Customer,3,8311.7,5,23688.34,18155.95,5532.39,4.0
101864,2024-05-20,East,Home & Kitchen,Mixer Grinder,Online,Premium Member,5,8880.46,5,42182.18,31402.46,10779.72,
101865,2023-02-19,East,Clothing,T-Shirt,Online,New Customer,4,1405.52,0,5622.08,3744.19,1877.89,3.0
101866,2023-12-30,West,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,1,9588.37,0,9588.37,5642.82,3945.55,4.0
101867,2023-06-07,North,Electronics,Smartwatch,Online,New Customer,4,8486.69,0,33946.76,20808.75,13138.01,4.0
101868,2023-01-31,North,Beauty,Shampoo,Online,Returning Customer,3,702.25,0,2106.75,1243.53,863.22,3.0
101869,2023-11-20,East,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,5,6169.41,5,29304.7,21404.18,7900.52,4.0
101870,2024-04-21,South,Electronics,Bluetooth Speaker,Online,New Customer,4,42808.96,15,145550.46,99507.39,46043.07,
101871,2024-08-04,East,Beauty,Lipstick,In-Store,Returning Customer,1,1291.14,0,1291.14,901.16,389.98,5.0
101872,2023-09-14,South,Beauty,Lipstick,Online,New Customer,4,227.18,20,726.98,650.4,76.58,
101873,2023-01-17,East,Electronics,Bluetooth Speaker,In-Store,New Customer,1,43143.07,0,43143.07,30161.91,12981.16,4.0
101874,2024-10-23,East,Home & Kitchen,Cookware Set,Online,New Customer,2,6445.6,10,11602.08,8325.76,3276.32,
101875,2023-11-23,South,Home & Kitchen,Mixer Grinder,Online,Returning Customer,4,9721.93,0,38887.72,29157.57,9730.15,4.0
101876,2024-06-24,North,Grocery,Cooking Oil,In-Store,New Customer,1,684.44,15,581.77,408.02,173.75,
101877,2023-03-25,East,Grocery,Tea Pack,Online,Returning Customer,1,398.49,20,318.79,280.38,38.41,
101878,2023-04-25,North,Grocery,Rice 5kg,In-Store,Premium Member,1,709.44,5,673.97,511.43,162.54,5.0
101879,2023-06-20,West,Home & Kitchen,Mixer Grinder,Online,Premium Member,5,4580.06,5,21755.29,15741.78,6013.51,4.0
101880,2024-06-08,South,Beauty,Face Wash,Online,,5,967.5,15,4111.88,3249.52,862.36,
101881,2024-11-07,West,Electronics,Smartphone,Online,New Customer,1,32305.52,5,30690.24,23881.51,6808.73,
101882,2023-08-27,West,Clothing,T-Shirt,In-Store,Returning Customer,4,1954.4,0,7817.6,5330.14,2487.46,4.0
101883,2024-11-15,North,Home & Kitchen,Cookware Set,Online,Premium Member,4,8597.14,0,34388.56,19191.13,15197.43,
101884,2023-08-11,South,Clothing,Jeans,Online,Returning Customer,3,823.41,0,2470.23,1780.79,689.44,4.0
101885,2023-04-09,South,Home & Kitchen,Air Fryer,Online,Premium Member,2,11632.24,15,19774.81,17373.16,2401.65,5.0
101886,2024-06-28,North,Beauty,Sunscreen,In-Store,Premium Member,1,1316.05,5,1250.25,956.73,293.52,
101887,2023-05-08,South,Grocery,Rice 5kg,Online,Returning Customer,1,356.28,10,320.65,207.62,113.03,4.0
101888,2024-11-23,East,Electronics,Bluetooth Speaker,Online,Premium Member,1,43967.0,0,43967.0,30492.81,13474.19,
101889,2023-01-23,South,Grocery,Tea Pack,Online,New Customer,4,571.86,10,2058.7,1601.92,456.78,
101890,2024-01-22,North,Home & Kitchen,Mixer Grinder,Online,Returning Customer,4,10431.31,0,41725.24,31000.68,10724.56,
101891,2024-05-10,West,Clothing,T-Shirt,Online,Returning Customer,1,2728.98,15,2319.63,1828.81,490.82,4.0
101892,2023-09-17,West,Electronics,Laptop,Online,Returning Customer,1,21706.33,10,19535.7,16256.58,3279.12,4.0
101893,2024-02-16,East,Clothing,Dress,Online,New Customer,4,3123.26,0,12493.04,8141.33,4351.71,4.0
101894,2024-07-19,East,Grocery,Cooking Oil,Online,Returning Customer,4,186.87,10,672.73,466.83,205.9,4.0
101895,2024-09-06,West,Electronics,Headphones,Online,,5,30609.55,0,153047.75,99485.9,53561.85,5.0
101896,2024-03-09,West,Sports,Running Shoes,Online,Returning Customer,4,2650.47,10,9541.69,7628.98,1912.71,3.0
101897,2024-08-25,West,Electronics,Smartwatch,In-Store,New Customer,2,26424.89,0,52849.78,29503.57,23346.21,5.0
101898,2024-12-05,South,Home & Kitchen,Mixer Grinder,In-Store,Returning Customer,4,9964.6,20,31886.72,24167.6,7719.12,1.0
101899,2023-08-10,North,Sports,Yoga Mat,Online,Returning Customer,5,680.95,15,2894.04,2452.83,441.21,4.0
101900,2024-10-23,South,Electronics,Laptop,Online,Returning Customer,3,42123.65,10,113733.86,85776.74,27957.12,
101901,2024-12-24,North,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,2,6478.89,0,12957.78,7981.2,4976.58,
101902,2023-04-19,North,Sports,Yoga Mat,Online,Returning Customer,5,1157.28,0,5786.4,3552.96,2233.44,4.0
101903,2024-07-17,West,Beauty,Lipstick,Online,Returning Customer,3,735.19,0,2205.57,1418.91,786.66,5.0
101904,2024-12-19,South,Home & Kitchen,Vacuum Cleaner,In-Store,New Customer,4,9556.76,0,38227.04,22128.12,16098.92,2.0
101905,2024-12-06,North,Sports,Yoga Mat,Online,Returning Customer,1,450.42,0,450.42,300.64,149.78,4.0
101906,2023-03-16,North,Grocery,Cooking Oil,Online,Returning Customer,5,485.5,15,2063.38,1518.22,545.16,
101907,2023-08-27,East,Beauty,Lipstick,Online,Premium Member,3,1531.69,10,4135.56,2667.65,1467.91,2.0
101908,2023-03-15,West,Electronics,Smartphone,Online,Returning Customer,4,22273.57,10,80184.85,63842.63,16342.22,5.0
101909,2024-12-13,North,Home & Kitchen,Cookware Set,In-Store,Premium Member,2,3559.36,5,6762.78,4117.25,2645.53,4.0
101910,2024-07-29,North,Grocery,Snacks Combo,In-Store,Returning Customer,3,768.12,10,2073.92,1543.36,530.56,5.0
101911,2024-04-24,West,Clothing,Sneakers,Online,New Customer,1,2028.34,5,1926.92,1520.32,406.6,5.0
101912,2023-01-19,West,Electronics,Smartphone,Online,Returning Customer,1,34608.75,0,34608.75,24314.48,10294.27,3.0
101913,2024-10-08,West,Grocery,Rice 5kg,In-Store,Returning Customer,5,709.11,20,2836.44,1988.28,848.16,
101914,2024-10-24,South,Home & Kitchen,Vacuum Cleaner,Online,New Customer,1,4611.11,0,4611.11,3047.67,1563.44,
101915,2024-06-12,South,Beauty,Shampoo,Online,Returning Customer,2,704.33,10,1267.79,849.47,418.32,5.0
101916,2023-10-14,South,Electronics,Laptop,In-Store,Premium Member,5,4593.54,10,20670.93,15092.07,5578.86,
101917,2024-11-23,West,Beauty,Sunscreen,In-Store,Premium Member,3,1525.29,0,4575.87,2664.81,1911.06,5.0
101918,2023-11-14,South,Beauty,Sunscreen,In-Store,Returning Customer,1,975.1,15,828.84,624.86,203.98,
101919,2024-01-10,East,Clothing,Jeans,In-Store,Premium Member,1,3484.1,0,3484.1,2543.29,940.81,
101920,2024-03-28,East,Home & Kitchen,Mixer Grinder,Online,New Customer,2,4103.17,0,8206.34,5780.25,2426.09,
101921,2024-11-17,North,Electronics,Bluetooth Speaker,Online,Returning Customer,3,39926.67,10,107802.01,80872.83,26929.18,2.0
101922,2023-05-25,West,Beauty,Shampoo,In-Store,Premium Member,3,665.1,10,1795.77,1179.94,615.83,5.0
101923,2024-03-22,North,Clothing,Dress,Online,New Customer,3,3136.04,10,8467.31,5445.72,3021.59,5.0
101924,2024-06-30,North,Sports,Dumbbells,In-Store,New Customer,4,5819.61,0,23278.44,15506.82,7771.62,4.0
101925,2024-02-06,North,Sports,Running Shoes,Online,Returning Customer,3,2792.78,5,7959.42,5032.61,2926.81,5.0
101926,2023-08-19,East,Beauty,Shampoo,Online,New Customer,4,1733.5,0,6934.0,3912.2,3021.8,3.0
101927,2024-05-03,South,Beauty,Shampoo,Online,Premium Member,4,1723.94,0,6895.76,4404.87,2490.89,5.0
101928,2024-10-15,East,Beauty,Face Wash,Online,New Customer,2,1210.36,15,2057.61,1590.61,467.0,
101929,2023-10-08,South,Beauty,Face Wash,Online,,2,561.92,15,955.26,832.52,122.74,5.0
101930,2023-05-21,South,Electronics,Smartphone,In-Store,Returning Customer,5,44222.96,10,199003.32,164751.84,34251.48,
101931,2023-02-02,North,Sports,Yoga Mat,In-Store,New Customer,3,5866.13,0,17598.39,11188.79,6409.6,
101932,2023-05-20,South,Clothing,T-Shirt,In-Store,New Customer,4,2837.54,0,11350.16,7235.67,4114.49,
101933,2024-11-04,North,Beauty,Sunscreen,Online,New Customer,1,323.23,20,258.58,197.01,61.57,
101934,2023-02-01,East,Beauty,Face Wash,Online,Premium Member,2,568.69,0,1137.38,686.49,450.89,3.0
101935,2024-08-24,South,Electronics,Smartphone,Online,New Customer,4,30538.78,5,116047.36,85784.99,30262.37,5.0
101936,2024-03-05,South,Grocery,Cooking Oil,In-Store,Returning Customer,1,175.4,15,149.09,103.96,45.13,5.0
101937,2024-04-30,North,Clothing,T-Shirt,In-Store,Returning Customer,5,2037.87,5,9679.88,5819.69,3860.19,3.0
101938,2023-08-31,South,Sports,Cricket Bat,In-Store,New Customer,5,2380.93,10,10714.18,7724.3,2989.88,
101939,2024-10-30,South,Grocery,Tea Pack,Online,New Customer,1,704.0,10,633.6,514.49,119.11,
101940,2023-08-26,North,Sports,Dumbbells,Online,Returning Customer,3,1514.97,5,4317.66,3085.43,1232.23,
101941,2024-07-31,West,Grocery,Rice 5kg,In-Store,New Customer,4,190.26,5,722.99,426.1,296.89,5.0
101942,2024-07-02,East,Home & Kitchen,Air Fryer,In-Store,New Customer,5,1046.58,0,5232.9,3439.45,1793.45,3.0
101943,2023-09-16,East,Sports,Cricket Bat,In-Store,New Customer,3,3199.89,10,8639.7,5819.22,2820.48,4.0
101944,2024-03-23,North,Home & Kitchen,Mixer Grinder,In-Store,Returning Customer,5,3286.89,20,13147.56,9448.53,3699.03,3.0
101945,2023-07-19,North,Grocery,Cooking Oil,In-Store,Returning Customer,5,738.34,5,3507.12,2656.06,851.06,3.0
101946,2023-08-29,North,Home & Kitchen,Mixer Grinder,Online,Returning Customer,4,10482.86,0,41931.44,25802.79,16128.65,
101947,2023-12-13,East,Electronics,Smartphone,In-Store,,2,13821.27,0,27642.54,16475.36,11167.18,3.0
101948,2024-10-19,North,Grocery,Tea Pack,Online,Premium Member,2,888.74,0,1777.48,1158.3,619.18,4.0
101949,2024-04-17,North,Clothing,Jacket,Online,Returning Customer,5,1582.1,10,7119.45,5245.94,1873.51,5.0
101950,2023-02-11,East,Home & Kitchen,Vacuum Cleaner,Online,Premium Member,5,11792.84,15,50119.57,43904.37,6215.2,5.0
